months_as_customer,age,policy_state,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,incident_type,incident_severity,authorities_contacted,incident_state,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
396,57,IL,1351.72,MALE,High School,tech-support,Parked Car,Minor Damage,None,NY,1,1,3,2640,480,480,1680,Volkswagen,2000,N
270,41,IL,817.28,MALE,High School,sales,Multi-vehicle Collision,Total Loss,Ambulance,SC,3,1,1,60190,4630,9260,46300,Mercedes,2014,Y
168,39,IL,1389.59,FEMALE,Masters,machine-op-inspct,Multi-vehicle Collision,Major Damage,Fire,NY,3,1,3,41580,3780,7560,30240,Chevrolet,2015,Y
274,45,IN,1353.53,FEMALE,JD,tech-support,Single Vehicle Collision,Minor Damage,Ambulance,NY,1,0,0,58500,11700,0,46800,Accura,1995,Y
263,43,IN,1294.04,FEMALE,Masters,handlers-cleaners,Single Vehicle Collision,Minor Damage,Fire,SC,1,2,3,79320,13220,6610,59490,Nissan,1997,N
152,33,OH,840.81,FEMALE,High School,farming-fishing,Single Vehicle Collision,Minor Damage,Ambulance,NY,1,0,2,82610,7510,7510,67590,Ford,2002,Y
46,41,OH,998.19,FEMALE,MD,priv-house-serv,Multi-vehicle Collision,Total Loss,Ambulance,SC,3,1,3,78600,13100,19650,45850,Dodge,2004,Y
276,46,OH,1090.32,MALE,College,handlers-cleaners,Single Vehicle Collision,Minor Damage,Ambulance,SC,1,1,2,51390,5710,5710,39970,Volkswagen,2007,Y
234,44,IN,1780.67,MALE,Associate,other-service,Single Vehicle Collision,Major Damage,Ambulance,NC,1,1,0,70200,7020,7020,56160,Ford,2012,Y
64,30,IL,1681.01,MALE,JD,protective-serv,Parked Car,Minor Damage,None,SC,1,2,1,4900,490,1470,2940,Jeep,2015,N
456,62,OH,1395.77,FEMALE,MD,protective-serv,Multi-vehicle Collision,Major Damage,Other,PA,3,1,3,66480,5540,11080,49860,Saab,2012,Y
58,23,OH,1471.44,MALE,High School,transport-moving,Single Vehicle Collision,Major Damage,Fire,NC,1,2,1,50380,4580,9160,36640,Chevrolet,2007,Y
475,61,IL,1265.72,FEMALE,Masters,handlers-cleaners,Single Vehicle Collision,Major Damage,Fire,SC,1,0,2,64350,9900,9900,44550,Mercedes,1998,N
96,29,IN,1274.7,MALE,College,prof-specialty,Multi-vehicle Collision,Major Damage,Ambulance,NC,3,2,3,55400,5540,11080,38780,Chevrolet,2004,Y
99,28,OH,1330.39,MALE,MD,prof-specialty,Single Vehicle Collision,Total Loss,Other,NY,1,2,2,49900,4990,9980,34930,Dodge,1998,N
38,28,OH,1122.95,MALE,Masters,priv-house-serv,Multi-vehicle Collision,Minor Damage,Ambulance,WV,3,0,3,74880,12480,12480,49920,Accura,2000,N
259,44,OH,1655.79,FEMALE,Masters,exec-managerial,Single Vehicle Collision,Minor Damage,Other,NY,1,0,0,105820,16280,16280,73260,Audi,2002,N
241,43,IN,935.77,MALE,Associate,prof-specialty,Vehicle Theft,Trivial Damage,Police,PA,1,1,0,7150,1300,650,5200,Volkswagen,2003,N
437,58,IN,1192.04,MALE,Associate,craft-repair,Single Vehicle Collision,Total Loss,Ambulance,SC,1,0,0,55800,11160,11160,33480,Dodge,2004,N
130,34,OH,990.11,MALE,Masters,sales,Parked Car,Trivial Damage,None,NY,1,1,3,5830,1060,1060,3710,Dodge,2015,N
269,41,OH,1422.21,FEMALE,Associate,handlers-cleaners,Single Vehicle Collision,Major Damage,Ambulance,WV,1,2,1,85900,17180,17180,51540,Suburu,2005,Y
103,29,OH,914.85,MALE,Associate,prof-specialty,Parked Car,Minor Damage,Police,OH,1,2,3,7110,790,1580,4740,Accura,2005,N
284,43,IL,1123.84,MALE,PhD,prof-specialty,Multi-vehicle Collision,Total Loss,Fire,WV,3,0,0,36960,6720,3360,26880,Chevrolet,2007,N
189,39,OH,838.02,FEMALE,College,tech-support,Multi-vehicle Collision,Minor Damage,Police,VA,3,2,0,64400,6440,6440,51520,Dodge,1997,N
267,43,OH,1300.68,MALE,PhD,adm-clerical,Parked Car,Minor Damage,None,NC,1,1,3,1920,480,0,1440,Chevrolet,2011,N
39,22,IN,1173.21,MALE,JD,farming-fishing,Single Vehicle Collision,Major Damage,Police,SC,1,0,1,86130,15660,7830,62640,Suburu,2009,Y
140,32,IL,985.97,FEMALE,College,protective-serv,Single Vehicle Collision,Major Damage,Fire,VA,1,2,3,82170,14940,7470,59760,Chevrolet,1995,Y
243,41,IN,1129.23,FEMALE,College,farming-fishing,Single Vehicle Collision,Major Damage,Fire,WV,1,1,0,50300,10060,5030,35210,Suburu,1999,Y
116,31,IN,1194.83,FEMALE,MD,prof-specialty,Single Vehicle Collision,Major Damage,Police,SC,1,0,0,44200,4420,8840,30940,Suburu,1997,N
219,43,IN,1114.29,FEMALE,High School,transport-moving,Single Vehicle Collision,Major Damage,Ambulance,VA,1,2,2,66660,6060,6060,54540,Toyota,2006,N
96,26,OH,1509.04,FEMALE,Associate,prof-specialty,Single Vehicle Collision,Total Loss,Ambulance,SC,1,2,3,78320,7120,14240,56960,Saab,2007,N
149,34,IN,664.86,FEMALE,PhD,craft-repair,Single Vehicle Collision,Total Loss,Fire,WV,1,0,1,105040,16160,16160,72720,Dodge,1999,N
246,43,IN,1267.4,MALE,JD,adm-clerical,Single Vehicle Collision,Minor Damage,Fire,NY,1,2,1,50700,5070,5070,40560,Accura,2006,N
293,45,IL,1119.23,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Total Loss,Fire,WV,3,1,1,51210,11380,5690,34140,Jeep,2015,N
339,48,OH,1698.51,MALE,JD,other-service,Multi-vehicle Collision,Total Loss,Fire,SC,3,2,1,51840,8640,8640,34560,Volkswagen,2001,N
160,33,IL,1422.78,FEMALE,High School,exec-managerial,Multi-vehicle Collision,Total Loss,Ambulance,NC,3,2,3,52800,5280,5280,42240,Nissan,2006,N
224,42,OH,1212.75,FEMALE,College,prof-specialty,Single Vehicle Collision,Minor Damage,Fire,WV,1,0,0,55200,9200,13800,32200,Honda,1998,N
194,34,IN,1423.34,MALE,Associate,sales,Vehicle Theft,Minor Damage,None,WV,1,0,3,9100,1400,1400,6300,Chevrolet,2003,N
385,51,IN,976.37,FEMALE,MD,craft-repair,Multi-vehicle Collision,Minor Damage,Other,WV,3,1,3,67600,13520,6760,47320,Suburu,2007,N
100,33,OH,1124.59,MALE,College,adm-clerical,Single Vehicle Collision,Minor Damage,Other,NC,1,1,2,40800,6800,6800,27200,BMW,2004,N
371,50,IN,1569.33,MALE,PhD,machine-op-inspct,Multi-vehicle Collision,Major Damage,Other,WV,3,2,1,84500,13000,13000,58500,Volkswagen,2011,Y
175,39,IN,1359.36,MALE,PhD,exec-managerial,Multi-vehicle Collision,Major Damage,Other,SC,3,2,2,71610,13020,6510,52080,Toyota,2012,Y
373,55,IN,1607.36,MALE,MD,sales,Multi-vehicle Collision,Major Damage,Other,SC,4,0,2,60600,6060,12120,42420,Dodge,2007,Y
258,41,IL,1042.25,MALE,Masters,exec-managerial,Multi-vehicle Collision,Major Damage,Fire,NC,3,2,3,81240,6770,20310,54160,Mercedes,2008,Y
255,39,OH,1453.95,FEMALE,PhD,armed-forces,Multi-vehicle Collision,Total Loss,Fire,WV,3,0,3,29300,2930,5860,20510,Audi,2010,N
37,31,IL,1969.63,FEMALE,MD,sales,Multi-vehicle Collision,Total Loss,Fire,WV,3,1,1,76450,6950,13900,55600,Dodge,1995,N
322,44,IL,1156.19,FEMALE,College,machine-op-inspct,Multi-vehicle Collision,Major Damage,Fire,NY,3,0,3,49400,9880,4940,34580,Jeep,2010,N
204,38,IL,1124.47,FEMALE,MD,tech-support,Single Vehicle Collision,Total Loss,Ambulance,SC,1,0,1,90530,16460,16460,57610,Ford,2003,N
76,31,OH,1493.5,FEMALE,Associate,priv-house-serv,Vehicle Theft,Minor Damage,Police,WV,1,2,1,8030,1460,730,5840,Mercedes,1995,N
193,40,IL,1155.38,FEMALE,PhD,handlers-cleaners,Single Vehicle Collision,Minor Damage,Fire,NY,1,0,0,63900,6390,6390,51120,Accura,2001,N
405,55,IL,878.19,MALE,PhD,machine-op-inspct,Multi-vehicle Collision,Minor Damage,Fire,NC,4,0,2,38640,4830,4830,28980,Chevrolet,1997,N
435,58,IN,1145.85,MALE,JD,sales,Multi-vehicle Collision,Total Loss,Other,NY,3,1,1,41490,9220,4610,27660,Mercedes,2004,N
54,35,IN,1261.28,FEMALE,MD,protective-serv,Multi-vehicle Collision,Minor Damage,Fire,VA,3,2,0,79090,14380,7190,57520,Nissan,2012,N
144,35,IL,1427.46,MALE,High School,machine-op-inspct,Multi-vehicle Collision,Major Damage,Police,WV,3,0,0,87900,17580,8790,61530,Dodge,1995,N
92,32,IL,1592.41,MALE,Masters,prof-specialty,Single Vehicle Collision,Total Loss,Ambulance,WV,1,2,3,53400,5340,5340,42720,Jeep,1996,N
173,36,OH,1274.63,MALE,College,machine-op-inspct,Single Vehicle Collision,Total Loss,Fire,SC,1,2,3,52030,9460,9460,33110,Accura,1995,N
436,60,IN,1362.31,MALE,High School,prof-specialty,Single Vehicle Collision,Minor Damage,Ambulance,VA,1,0,2,82060,14920,7460,59680,Saab,2005,N
155,35,OH,919.37,FEMALE,Associate,protective-serv,Single Vehicle Collision,Minor Damage,Ambulance,NY,1,0,3,48360,8060,8060,32240,Nissan,1997,N
78,31,OH,1377.23,FEMALE,Masters,armed-forces,Multi-vehicle Collision,Minor Damage,Other,NY,3,2,1,52290,5810,11620,34860,Nissan,1997,N
440,57,IL,995.55,MALE,College,protective-serv,Multi-vehicle Collision,Major Damage,Police,SC,3,0,3,68200,12400,12400,43400,Jeep,2007,Y
264,43,IL,1508.12,MALE,PhD,craft-repair,Multi-vehicle Collision,Major Damage,Other,NY,3,2,1,60750,13500,6750,40500,Jeep,2015,Y
66,30,IN,484.67,FEMALE,College,adm-clerical,Multi-vehicle Collision,Major Damage,Fire,SC,3,0,2,65560,11920,11920,41720,Volkswagen,2015,Y
366,50,IN,1561.41,FEMALE,High School,handlers-cleaners,Multi-vehicle Collision,Minor Damage,Police,NY,3,1,3,70290,12780,12780,44730,Mercedes,2012,N
188,37,OH,1457.21,FEMALE,JD,adm-clerical,Single Vehicle Collision,Total Loss,Ambulance,SC,1,2,0,45000,5000,5000,35000,Suburu,2003,N
224,39,IL,1128.71,FEMALE,JD,prof-specialty,Multi-vehicle Collision,Total Loss,Fire,VA,3,2,1,61800,12360,6180,43260,Suburu,2007,N
253,46,IL,1358.2,FEMALE,MD,transport-moving,Multi-vehicle Collision,Major Damage,Ambulance,NY,3,0,0,64570,5870,11740,46960,Jeep,2001,N
446,61,IL,1232.79,FEMALE,High School,adm-clerical,Single Vehicle Collision,Minor Damage,Other,VA,1,2,0,70500,7050,14100,49350,Suburu,2007,N
169,37,IL,936.19,MALE,JD,armed-forces,Multi-vehicle Collision,Total Loss,Police,SC,3,2,1,57900,17370,5790,34740,Audi,2005,N
255,46,IL,1302.34,FEMALE,JD,prof-specialty,Multi-vehicle Collision,Minor Damage,Fire,WV,3,1,0,57860,5260,10520,42080,Volkswagen,2011,N
209,39,IN,1264.99,MALE,PhD,transport-moving,Single Vehicle Collision,Minor Damage,Fire,VA,1,1,1,37800,8400,4200,25200,Chevrolet,1995,N
210,37,OH,1467.76,FEMALE,MD,tech-support,Single Vehicle Collision,Total Loss,Ambulance,NY,1,1,3,63300,6330,6330,50640,Toyota,2000,N
174,33,IN,1124.43,FEMALE,College,farming-fishing,Multi-vehicle Collision,Total Loss,Ambulance,WV,3,0,1,44200,8840,4420,30940,Saab,1995,N
70,28,IL,1319.81,MALE,High School,machine-op-inspct,Multi-vehicle Collision,Minor Damage,Police,WV,4,1,0,31680,3520,3520,24640,Toyota,2006,N
89,32,IN,1482.53,FEMALE,MD,tech-support,Parked Car,Trivial Damage,Police,WV,1,1,2,100,10,20,70,Audi,2002,N
458,61,IN,1328.18,FEMALE,High School,protective-serv,Single Vehicle Collision,Minor Damage,Fire,WV,1,2,1,56340,6260,6260,43820,Volkswagen,2003,N
239,40,IN,1463.95,FEMALE,JD,sales,Multi-vehicle Collision,Total Loss,Police,NC,3,0,0,69740,6340,6340,57060,Dodge,2003,N
161,38,IL,1133.85,MALE,PhD,priv-house-serv,Multi-vehicle Collision,Total Loss,Police,WV,3,2,2,60480,5040,15120,40320,Volkswagen,2003,N
446,61,IN,1037.32,FEMALE,High School,tech-support,Multi-vehicle Collision,Minor Damage,Police,NC,3,2,1,80880,6740,13480,60660,Nissan,2005,N
476,61,IN,1562.8,FEMALE,Masters,handlers-cleaners,Single Vehicle Collision,Total Loss,Fire,WV,1,1,2,49390,8980,4490,35920,Suburu,2009,N
70,29,IN,1425.79,FEMALE,MD,armed-forces,Single Vehicle Collision,Minor Damage,Ambulance,NC,1,0,3,69360,11560,11560,46240,Dodge,2009,N
233,41,OH,1615.14,FEMALE,Associate,tech-support,Vehicle Theft,Minor Damage,None,NY,1,0,1,3740,680,680,2380,Chevrolet,2011,N
122,33,IL,1236.5,MALE,PhD,other-service,Parked Car,Trivial Damage,None,NY,1,0,1,5060,460,920,3680,Nissan,2003,N
335,48,IL,1017.97,FEMALE,MD,machine-op-inspct,Multi-vehicle Collision,Total Loss,Police,WV,3,0,0,35860,3260,6520,26080,BMW,2005,Y
257,40,IN,1306,MALE,Associate,machine-op-inspct,Multi-vehicle Collision,Major Damage,Ambulance,NY,3,2,1,50050,7700,3850,38500,Ford,2008,Y
85,27,IL,1174.14,MALE,College,priv-house-serv,Multi-vehicle Collision,Minor Damage,Fire,NY,4,0,0,59070,10740,5370,42960,Toyota,2012,N
133,30,IN,1231.01,MALE,College,adm-clerical,Multi-vehicle Collision,Minor Damage,Fire,SC,3,1,2,28440,3160,3160,22120,Dodge,2007,N
119,34,IL,1299.18,FEMALE,College,tech-support,Single Vehicle Collision,Major Damage,Fire,OH,1,2,1,45540,8280,8280,28980,Honda,1998,Y
169,34,IN,1469.75,FEMALE,JD,sales,Single Vehicle Collision,Minor Damage,Fire,VA,1,0,0,38700,7740,3870,27090,Volkswagen,2012,N
225,39,OH,1390.72,MALE,Masters,tech-support,Parked Car,Trivial Damage,None,SC,1,2,1,5830,1060,530,4240,Nissan,2011,N
84,32,IL,1694.09,FEMALE,Associate,prof-specialty,Single Vehicle Collision,Total Loss,Other,NY,1,0,2,57240,4770,9540,42930,BMW,1995,Y
169,39,OH,1140.15,MALE,High School,armed-forces,Multi-vehicle Collision,Total Loss,Police,VA,3,0,3,46200,4200,8400,33600,Suburu,2015,N
124,32,IN,1310.71,FEMALE,Masters,farming-fishing,Single Vehicle Collision,Total Loss,Ambulance,NY,1,0,1,57700,5770,5770,46160,Toyota,2003,N
320,48,IL,1730.49,MALE,College,transport-moving,Multi-vehicle Collision,Minor Damage,Fire,WV,3,2,0,56160,4680,9360,42120,Saab,1995,N
297,47,IN,1616.65,MALE,MD,adm-clerical,Multi-vehicle Collision,Total Loss,Fire,WV,3,0,3,44400,5550,5550,33300,Jeep,1999,N
421,56,IN,1935.85,MALE,Masters,machine-op-inspct,Single Vehicle Collision,Major Damage,Ambulance,NY,1,2,3,92730,16860,8430,67440,Mercedes,2004,Y
136,33,OH,855.14,FEMALE,PhD,craft-repair,Single Vehicle Collision,Minor Damage,Fire,NC,1,0,1,30700,3070,6140,21490,Toyota,2015,N
46,24,OH,1568.47,FEMALE,High School,armed-forces,Single Vehicle Collision,Major Damage,Fire,NY,1,2,0,56600,11320,5660,39620,Toyota,1999,N
34,24,IN,1550.53,FEMALE,MD,armed-forces,Parked Car,Trivial Damage,None,VA,1,0,1,3960,660,660,2640,Audi,1998,N
95,30,IL,1370.92,MALE,College,transport-moving,Single Vehicle Collision,Minor Damage,Police,SC,1,0,3,34800,3480,6960,24360,Accura,1999,N
140,36,IN,1363.59,FEMALE,JD,armed-forces,Multi-vehicle Collision,Minor Damage,Other,NY,3,2,0,79500,7950,7950,63600,Chevrolet,2000,N
200,34,IN,828.42,FEMALE,College,prof-specialty,Single Vehicle Collision,Total Loss,Police,NY,1,2,2,56000,5600,5600,44800,Chevrolet,2009,N
123,29,IN,1209.63,FEMALE,Masters,machine-op-inspct,Single Vehicle Collision,Minor Damage,Ambulance,NC,1,1,0,73260,16280,0,56980,Volkswagen,2014,Y
267,46,OH,1111.17,MALE,MD,craft-repair,Parked Car,Trivial Damage,None,WV,1,2,3,4950,900,450,3600,Toyota,1995,N
290,42,IN,989.97,MALE,Masters,machine-op-inspct,Single Vehicle Collision,Minor Damage,Ambulance,WV,1,0,1,48000,4800,9600,33600,Saab,2013,N
45,37,IN,1114.23,MALE,College,prof-specialty,Single Vehicle Collision,Major Damage,Fire,SC,1,0,1,52200,10440,5220,36540,Nissan,2005,N
186,38,IN,1347.31,FEMALE,JD,protective-serv,Multi-vehicle Collision,Minor Damage,Ambulance,NY,3,2,3,73800,12300,12300,49200,Audi,1995,N
135,34,IL,1687.53,FEMALE,JD,protective-serv,Single Vehicle Collision,Total Loss,Fire,NC,1,1,2,78200,15640,7820,54740,Audi,2009,N
110,33,IN,1183.48,MALE,Associate,other-service,Single Vehicle Collision,Major Damage,Ambulance,VA,1,2,3,55200,13800,9200,32200,Saab,2015,Y
259,43,IL,1537.13,FEMALE,PhD,handlers-cleaners,Multi-vehicle Collision,Total Loss,Other,NY,3,0,2,57060,6340,6340,44380,Ford,2012,N
114,30,OH,1173.25,FEMALE,Masters,protective-serv,Vehicle Theft,Minor Damage,None,WV,1,0,3,4680,520,520,3640,Chevrolet,2013,N
404,56,IN,1361.16,FEMALE,Masters,transport-moving,Single Vehicle Collision,Minor Damage,Ambulance,VA,1,2,0,53100,5310,5310,42480,Accura,2005,Y
282,48,OH,1422.56,FEMALE,MD,prof-specialty,Vehicle Theft,Minor Damage,None,WV,1,1,2,3520,640,320,2560,Accura,2013,N
57,25,IL,1143.06,FEMALE,Masters,tech-support,Multi-vehicle Collision,Total Loss,Ambulance,VA,3,0,1,72900,14580,14580,43740,Nissan,2010,N
215,38,IN,1405.71,FEMALE,PhD,craft-repair,Single Vehicle Collision,Total Loss,Police,SC,1,0,1,70700,7070,14140,49490,Volkswagen,2008,N
140,30,IL,1354.2,FEMALE,College,adm-clerical,Multi-vehicle Collision,Minor Damage,Other,SC,4,0,0,60170,5470,10940,43760,Nissan,2006,N
250,42,IN,1055.6,MALE,High School,exec-managerial,Single Vehicle Collision,Major Damage,Other,SC,1,1,1,74800,13600,6800,54400,Ford,2009,Y
286,41,IL,999.43,MALE,College,prof-specialty,Vehicle Theft,Trivial Damage,Police,WV,1,2,0,4100,820,410,2870,Chevrolet,2009,N
356,47,IN,1155.97,MALE,High School,prof-specialty,Single Vehicle Collision,Minor Damage,Other,SC,1,0,3,61490,5590,11180,44720,Dodge,2009,N
65,29,IL,1726.91,MALE,High School,other-service,Vehicle Theft,Trivial Damage,None,VA,1,0,0,7200,720,1440,5040,Audi,1999,N
187,34,IN,1232.57,FEMALE,PhD,machine-op-inspct,Multi-vehicle Collision,Minor Damage,Fire,NY,3,0,0,45100,8200,4100,32800,Nissan,2011,N
386,53,OH,1078.65,MALE,JD,craft-repair,Single Vehicle Collision,Minor Damage,Police,WV,1,2,3,66660,12120,6060,48480,Honda,2006,N
197,41,OH,1324.78,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Major Damage,Police,NC,1,2,2,76400,15280,7640,53480,Volkswagen,1997,Y
166,37,IN,1518.54,FEMALE,MD,craft-repair,Single Vehicle Collision,Total Loss,Ambulance,PA,1,1,1,58300,10600,10600,37100,Ford,2001,N
293,49,IL,1239.06,FEMALE,JD,transport-moving,Single Vehicle Collision,Total Loss,Police,SC,1,1,1,57310,5210,10420,41680,Volkswagen,2002,N
179,32,OH,1246.68,FEMALE,PhD,priv-house-serv,Single Vehicle Collision,Minor Damage,Fire,NY,1,0,1,53100,5900,5900,41300,Suburu,2006,N
76,24,OH,1622.67,FEMALE,MD,priv-house-serv,Multi-vehicle Collision,Total Loss,Ambulance,WV,3,1,1,74700,14940,7470,52290,Suburu,1997,N
105,28,OH,1082.36,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Major Damage,Fire,SC,3,2,2,60500,12100,6050,42350,Audi,1995,N
97,26,OH,1270.55,MALE,Masters,protective-serv,Multi-vehicle Collision,Total Loss,Other,NC,3,2,3,84920,7720,15440,61760,Jeep,2006,Y
148,36,IL,1236.32,FEMALE,MD,adm-clerical,Single Vehicle Collision,Total Loss,Police,PA,1,2,0,61050,5550,11100,44400,Dodge,2009,N
77,26,IL,785.82,MALE,JD,exec-managerial,Multi-vehicle Collision,Major Damage,Police,NY,3,2,0,69080,12560,6280,50240,Audi,2009,Y
295,46,IN,1265.84,FEMALE,JD,prof-specialty,Vehicle Theft,Minor Damage,None,VA,1,1,3,4560,760,380,3420,Nissan,2007,N
126,28,IN,1508.9,FEMALE,JD,machine-op-inspct,Multi-vehicle Collision,Total Loss,Police,WV,4,0,1,67800,11300,11300,45200,Ford,2011,N
132,32,OH,1106.84,MALE,PhD,other-service,Vehicle Theft,Minor Damage,Police,SC,1,1,1,5600,1120,560,3920,Suburu,2005,N
370,55,IN,1389.13,MALE,JD,other-service,Vehicle Theft,Minor Damage,None,NC,1,0,2,9000,900,1800,6300,Mercedes,2015,N
257,43,IN,974.84,FEMALE,JD,transport-moving,Single Vehicle Collision,Total Loss,Police,VA,1,0,1,85320,21330,7110,56880,Nissan,2006,N
9,24,IL,1304.46,FEMALE,PhD,machine-op-inspct,Vehicle Theft,Trivial Damage,None,NC,1,0,3,5940,540,1080,4320,Audi,2001,Y
185,34,OH,1257.36,FEMALE,PhD,armed-forces,Multi-vehicle Collision,Major Damage,Fire,SC,3,1,1,51370,9340,4670,37360,BMW,2000,Y
234,43,OH,1257.04,MALE,Associate,protective-serv,Single Vehicle Collision,Major Damage,Police,SC,1,2,2,51600,10320,5160,36120,Dodge,2011,N
253,44,OH,719.52,FEMALE,High School,farming-fishing,Parked Car,Trivial Damage,None,SC,1,0,3,5400,600,600,4200,Chevrolet,1998,N
233,39,OH,1524.18,MALE,JD,craft-repair,Multi-vehicle Collision,Minor Damage,Fire,SC,3,1,0,48870,5430,5430,38010,Saab,1999,N
274,44,IN,1395.58,FEMALE,JD,tech-support,Vehicle Theft,Minor Damage,Police,WV,1,2,1,5590,860,860,3870,BMW,2000,N
297,48,IL,1243.68,MALE,Masters,protective-serv,Multi-vehicle Collision,Major Damage,Other,NY,3,0,2,54960,6870,0,48090,Toyota,2002,Y
273,47,OH,1189.04,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Minor Damage,Police,VA,3,1,3,39800,7960,3980,27860,Jeep,2014,N
147,37,IN,1375.29,FEMALE,Masters,armed-forces,Multi-vehicle Collision,Major Damage,Ambulance,SC,3,0,1,56160,6240,6240,43680,Ford,2015,Y
285,42,IN,1389.13,MALE,Associate,priv-house-serv,Single Vehicle Collision,Total Loss,Fire,VA,1,0,3,52700,5270,10540,36890,Toyota,2005,N
289,43,OH,1387.51,FEMALE,Associate,sales,Multi-vehicle Collision,Minor Damage,Fire,NY,3,1,3,68580,7620,7620,53340,Jeep,2010,N
427,60,IN,1178.61,MALE,MD,craft-repair,Single Vehicle Collision,Major Damage,Ambulance,NY,1,1,2,90860,12980,19470,58410,Volkswagen,2004,Y
380,53,IL,1166.62,MALE,Associate,priv-house-serv,Parked Car,Trivial Damage,Police,NC,1,0,3,5700,570,570,4560,Saab,2001,N
13,21,IN,1556.31,MALE,Associate,prof-specialty,Multi-vehicle Collision,Total Loss,Police,NY,3,2,0,94930,8630,8630,77670,Accura,2014,N
282,43,OH,1452.27,MALE,MD,farming-fishing,Single Vehicle Collision,Major Damage,Ambulance,SC,1,1,2,46800,4680,9360,32760,Audi,2007,Y
312,47,OH,1212.07,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Total Loss,Fire,NY,3,2,3,56320,7040,7040,42240,Mercedes,2000,N
266,46,OH,1578.54,MALE,Associate,handlers-cleaners,Single Vehicle Collision,Minor Damage,Fire,WV,1,1,3,83490,7590,15180,60720,Nissan,1996,N
30,36,IN,1488.26,FEMALE,College,machine-op-inspct,Multi-vehicle Collision,Total Loss,Police,WV,3,2,2,57900,5790,5790,46320,Saab,2008,N
198,36,IN,1096.39,MALE,High School,armed-forces,Multi-vehicle Collision,Total Loss,Fire,SC,3,1,3,49410,5490,5490,38430,Audi,2015,N
290,45,OH,1215.36,MALE,Associate,tech-support,Multi-vehicle Collision,Minor Damage,Fire,WV,3,0,1,66200,6620,6620,52960,Suburu,2012,N
260,46,OH,1482.57,MALE,MD,priv-house-serv,Single Vehicle Collision,Minor Damage,Fire,NY,1,0,1,64080,10680,10680,42720,Toyota,2005,N
233,43,OH,954.18,FEMALE,College,tech-support,Multi-vehicle Collision,Minor Damage,Other,SC,3,2,3,42500,8500,4250,29750,Nissan,2000,N
130,30,IL,1193.4,MALE,PhD,exec-managerial,Multi-vehicle Collision,Total Loss,Other,SC,3,2,3,48950,8900,4450,35600,Suburu,2005,N
230,42,IN,1023.11,FEMALE,MD,adm-clerical,Multi-vehicle Collision,Minor Damage,Other,NY,3,1,2,58850,10700,10700,37450,Accura,1999,N
212,40,IL,1524.45,FEMALE,Masters,other-service,Multi-vehicle Collision,Minor Damage,Other,NY,3,0,2,82400,8240,8240,65920,Nissan,2006,N
299,44,OH,1653.32,FEMALE,College,other-service,Single Vehicle Collision,Minor Damage,Ambulance,WV,1,2,0,54240,6780,6780,40680,Suburu,2009,N
91,26,IL,1022.46,FEMALE,Associate,armed-forces,Multi-vehicle Collision,Minor Damage,Other,SC,3,0,2,74200,7420,7420,59360,Jeep,1996,N
398,53,IL,1396.43,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Total Loss,Fire,WV,1,2,1,47430,5270,5270,36890,Toyota,2000,N
218,43,IL,1521.55,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Major Damage,Fire,SC,1,1,3,68200,13640,6820,47740,Dodge,2003,Y
152,33,IN,1034.27,FEMALE,JD,armed-forces,Single Vehicle Collision,Minor Damage,Fire,NY,1,1,0,63900,7100,7100,49700,Accura,2014,N
212,39,OH,1255.35,FEMALE,JD,protective-serv,Multi-vehicle Collision,Total Loss,Ambulance,NY,2,0,3,59300,11860,5930,41510,Dodge,2008,N
242,44,IL,1396.89,FEMALE,College,priv-house-serv,Multi-vehicle Collision,Minor Damage,Other,SC,3,1,2,66900,6690,13380,46830,Suburu,1999,Y
80,27,OH,795.31,MALE,JD,farming-fishing,Multi-vehicle Collision,Major Damage,Police,OH,3,1,3,40810,3710,7420,29680,Ford,2000,Y
260,43,IN,982.22,FEMALE,JD,exec-managerial,Single Vehicle Collision,Total Loss,Fire,NY,1,1,0,75400,15080,7540,52780,Honda,2011,N
133,34,IN,1074.07,FEMALE,JD,prof-specialty,Parked Car,Minor Damage,None,WV,1,2,0,4200,420,840,2940,Jeep,2013,N
290,45,OH,1311.3,FEMALE,Associate,machine-op-inspct,Multi-vehicle Collision,Major Damage,Ambulance,NY,3,0,0,52650,5850,5850,40950,Ford,2001,Y
322,49,IL,1277.12,FEMALE,PhD,armed-forces,Single Vehicle Collision,Major Damage,Ambulance,WV,1,0,2,42240,7680,7680,26880,Chevrolet,2007,N
228,39,IN,1388.62,FEMALE,JD,sales,Single Vehicle Collision,Minor Damage,Other,NC,1,1,0,59490,6610,6610,46270,Mercedes,1995,N
195,37,IL,1406.52,MALE,MD,tech-support,Single Vehicle Collision,Major Damage,Ambulance,SC,1,0,2,44200,4420,4420,35360,Jeep,2002,Y
